0	0.4723177	-0.14673679	0.5526133	0.6496463	-0.34895527	-0.22825168	0.73075384	-0.46484816	0.49585935	0.5456148	-0.031198315	0.04768212	0.94880587	0.4494477	-0.2543138	0.11104779	-0.19690312	0.02630388	0.40467432	-0.039314795
1	1.2005006	-0.7379669	1.4623275	1.7121031	-0.8065549	-1.231597	0.47797617	-0.8077032	-0.22195576	-0.53020704	-0.32058966	0.23028283	2.4444726	0.8634715	-0.61767983	0.20526908	-0.6544832	0.122727245	-0.25637102	1.3008565
2	2.4664817	-0.96080726	1.3680356	0.8906864	-0.40144584	-1.0882359	-0.3827227	-0.65093035	-0.1709155	2.083599	0.18377614	-0.4864197	2.2875116	0.16286665	-1.3253225	0.5304524	-0.37354898	2.2151072	0.018114448	0.33302206
3	1.3627748	-0.7897888	0.470203	0.53261733	-0.55461043	0.19447972	-0.87463176	-0.07189617	1.0100458	1.9659086	-0.41425508	0.7439178	2.5548196	0.7069745	-0.65065736	0.11872624	0.41469187	2.9648438	-0.31339544	0.41261137
4	-0.4519255	-0.65642583	0.3312554	2.5449884	-1.259609	1.4795369	-0.8342805	0.66434515	1.1412084	1.0587064	-0.686258	1.0568988	2.0606318	0.31461817	0.37208018	1.1999594	2.0554073	2.8128605	0.7204211	0.038942516
5	0.04779388	-0.51278186	-0.004433622	-0.7046738	1.0857033	0.58240956	-0.6613684	0.9404217	1.464506	0.7299618	-0.6542709	2.259314	-0.7272912	0.8088548	-0.20090768	-1.1918532	1.0830425	2.7337208	-1.0751132	0.8802155
6	0.6450498	-0.17448728	0.07170276	-1.3097562	1.965064	-0.38053024	0.09286734	-0.23062512	1.2383182	0.58149385	-0.2195328	2.146137	-0.6611803	1.188075	-0.86514026	-1.6206512	0.11604644	1.7876643	-1.3354027	0.97361183
7	1.0651143	-0.15369928	-0.65388066	-0.41901216	1.9528612	-1.5289681	-1.0198387	0.22484225	0.6613968	0.5962075	-0.103099674	0.695149	0.08892197	0.12526113	-0.65578836	-1.0713862	1.0623963	1.2083209	-1.4182668	0.6566533
8	0.8670459	0.12903902	-1.0470372	-0.5077688	2.8306482	-2.1876123	-0.8512944	0.59245104	-0.2696147	0.98679423	-0.31117713	0.11669034	-0.9010307	0.5213706	-0.68766904	-0.66264147	1.3225654	0.85849035	-1.1230932	0.19015211
9	-0.36405173	0.67028475	-1.5243899	0.8257619	1.8393761	-0.39520743	-0.44964448	1.0795693	-0.30644965	0.9791511	0.26172164	-0.9687997	-1.7924131	-0.064947665	0.7473251	0.4572518	1.3801315	0.08594549	0.6711847	-0.14244573
10	0.9401003	0.19503465	-1.3734632	1.1410072	2.0098734	-0.50206715	-1.7732786	1.2159176	-0.54359496	2.0604792	0.061402403	-0.646733	-1.1625754	0.7848129	-0.2848863	0.32459384	1.1667817	0.7680516	-0.18672924	0.7655848
11	0.30192596	-0.33924302	-0.9119817	0.2762705	1.1568207	0.6895438	-0.9782915	1.4366732	-0.6747002	0.7243476	0.42241582	-0.21890262	-0.8976399	0.39968437	0.5030227	-0.12488667	0.8698512	0.28399152	0.42455763	0.24993952
12	-0.73889434	-0.4880079	-1.3000505	0.8990902	0.6732451	1.123189	-0.24341303	2.1103218	-1.0910417	-0.47925207	-0.085313156	0.5025286	-1.3849163	1.4669199	2.1450639	-0.67217225	2.110805	-0.48682976	1.5935917	-0.09764868
13	0.46201405	-1.373472	-1.9530505	1.855476	1.0041867	1.1366086	-0.992928	1.7194195	-0.8273401	1.6816117	0.8176103	0.6522491	-0.5441589	1.7903738	1.2441335	-1.5747094	2.9127917	1.8082702	1.5014367	-0.08729297
14	-0.07289056	-1.0559646	-1.3657793	1.6024969	-0.09646367	1.7464793	-0.18407711	1.1349087	-0.67247105	0.8599596	0.58276385	0.56438345	-0.27312848	1.7784964	1.5942112	-1.3037134	2.308805	0.48093438	1.8931344	-0.5327075
15	-0.5328324	-0.47612792	-0.7281122	1.6347134	-0.23055637	1.1827309	1.2253009	0.47489077	-0.5321967	-0.75017995	0.94137025	-0.027383553	-0.59331346	2.1432014	2.1521432	-0.64837706	0.89627516	-0.1717107	2.2309558	0.4495512
